X1_ActualPosition,X1_ActualVelocity,X1_ActualAcceleration,X1_CommandPosition,X1_CommandVelocity,X1_CommandAcceleration,X1_CurrentFeedback,X1_DCBusVoltage,X1_OutputCurrent,X1_OutputVoltage,X1_OutputPower,Y1_ActualPosition,Y1_ActualVelocity,Y1_ActualAcceleration,Y1_CommandPosition,Y1_CommandVelocity,Y1_CommandAcceleration,Y1_CurrentFeedback,Y1_DCBusVoltage,Y1_OutputCurrent,Y1_OutputVoltage,Y1_OutputPower,Z1_ActualPosition,Z1_ActualVelocity,Z1_ActualAcceleration,Z1_CommandPosition,Z1_CommandVelocity,Z1_CommandAcceleration,Z1_CurrentFeedback,Z1_DCBusVoltage,Z1_OutputCurrent,Z1_OutputVoltage,S1_ActualPosition,S1_ActualVelocity,S1_ActualAcceleration,S1_CommandPosition,S1_CommandVelocity,S1_CommandAcceleration,S1_CurrentFeedback,S1_DCBusVoltage,S1_OutputCurrent,S1_OutputVoltage,S1_OutputPower,S1_SystemInertia,M1_CURRENT_PROGRAM_NUMBER,M1_sequence_number,M1_CURRENT_FEEDRATE,Machining_Process,exp_num
154.0,-6.1,12.5,154.0,-6.0,0.0,-4.86,0.0835,326.0,13.7,0.00108,89.5,-0.075,-43.8,89.5,0.0,0.0,5.12,0.0799,324.0,7.11,-5.05e-05,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,83.4,53.3,-26.6,83.8,53.3,-9.54e-07,18.3,0.915,321.0,116.0,0.177,12.0,1.0,23.0,6.0,Layer 1 Up,1
153.0,-6.07,-50.0,153.0,-6.0,0.0,-4.99,0.0961,325.0,14.0,0.00123,89.5,-0.05,-25.0,89.5,0.0,0.0,5.14,0.0793,324.0,7.59,0.0,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,88.7,53.3,5.0,89.2,53.3,0.0,19.0,0.996,320.0,120.0,0.19,12.0,1.0,23.0,6.0,Layer 1 Up,1
153.0,-5.88,31.3,153.0,-6.0,0.0,-6.47,0.108,326.0,14.8,0.00135,89.5,-0.05,-31.3,89.5,0.0,0.0,5.7,0.0786,324.0,7.01,-1.24e-05,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,94.1,53.2,-33.9,94.5,53.3,0.0,26.1,0.974,321.0,120.0,0.187,12.0,1.0,2.0,6.0,Layer 1 Up,1
152.0,-5.93,56.3,152.0,-6.0,0.0,-5.31,0.0845,326.0,14.8,0.000982,89.5,-0.1,-50.0,89.5,0.0,0.0,5.12,0.078,324.0,7.38,-4.98e-05,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,99.4,53.4,2.13,99.8,53.3,0.0,19.4,0.838,322.0,118.0,0.162,12.0,1.0,23.0,6.0,Layer 1 Up,1
151.0,-6.05,43.8,151.0,-6.0,0.0,-4.21,0.0733,325.0,14.2,0.000889,89.5,-0.1,-43.8,89.5,0.0,0.0,5.69,0.0779,324.0,6.7,-6.09e-05,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,105.0,53.3,-6.31,105.0,53.3,9.54e-07,21.6,0.96,321.0,120.0,0.185,12.0,1.0,23.0,6.0,Layer 1 Up,1
151.0,-6.25,-93.7,151.0,-6.0,0.0,-3.99,0.0795,325.0,13.8,0.000957,89.5,-0.1,-43.8,89.5,0.0,0.0,6.23,0.0788,324.0,5.93,-6.24e-05,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,110.0,53.3,-35.3,111.0,53.3,-9.54e-07,20.0,0.979,321.0,118.0,0.19,12.0,1.0,23.0,6.0,Layer 1 Up,1
150.0,-5.85,-6.25,150.0,-6.0,0.0,-7.07,0.103,325.0,13.5,0.00131,89.5,-0.1,-50.0,89.5,0.0,0.0,5.12,0.0764,324.0,7.54,-3.61e-05,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,115.0,53.5,56.9,116.0,53.3,0.0,14.7,0.742,321.0,118.0,0.141,12.0,1.0,23.0,6.0,Layer 1 Up,1
150.0,-5.8,50.0,150.0,-6.0,0.0,-6.89,0.105,325.0,15.4,0.00122,89.5,-0.075,-37.5,89.5,0.0,0.0,6.24,0.0807,324.0,6.42,-1.24e-05,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,121.0,53.2,-23.2,121.0,53.3,0.0,24.3,1.04,320.0,121.0,0.2,12.0,1.0,23.0,6.0,Layer 1 Up,1
149.0,-5.93,56.3,149.0,-6.0,0.0,-4.17,0.0777,325.0,14.8,0.000957,89.5,-0.075,-37.5,89.5,0.0,0.0,4.28,0.077,324.0,8.64,0.0,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,126.0,53.3,-11.4,127.0,53.3,0.0,22.3,0.942,321.0,120.0,0.183,12.0,1.0,23.0,6.0,Layer 1 Up,1
148.0,-6.15,-25.0,148.0,-6.0,0.0,-4.81,0.0841,325.0,12.4,0.00101,89.5,-0.1,-56.3,89.5,0.0,0.0,5.69,0.078,324.0,6.56,-3.69e-05,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,131.0,53.3,-15.9,132.0,53.3,9.54e-07,20.4,0.8390000000000001,322.0,118.0,0.159,12.0,1.0,23.0,6.0,Layer 1 Up,1
148.0,-5.95,-12.5,148.0,-6.0,0.0,-6.66,0.101,326.0,12.9,0.00126,89.5,-0.1,-50.0,89.5,0.0,0.0,5.96,0.0785,324.0,6.45,-4.92e-05,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,137.0,53.2,-80.1,137.0,53.3,-9.54e-07,24.2,1.11,320.0,118.0,0.213,12.0,1.0,23.0,6.0,Layer 1 Up,1
147.0,-5.8,56.3,147.0,-6.0,0.0,-5.43,0.0974,325.0,15.8,0.00115,89.5,-0.1,-50.0,89.5,0.0,0.0,5.12,0.0852,324.0,7.49,-1.31e-05,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,142.0,53.4,47.6,143.0,53.3,0.0,17.4,0.8420000000000001,320.0,122.0,0.16,12.0,1.0,23.0,6.0,Layer 1 Up,1
147.0,-6.05,31.3,147.0,-6.0,0.0,-4.65,0.0835,325.0,14.3,0.00101,89.5,-0.1,-50.0,89.5,0.0,0.0,6.52,0.08,324.0,5.74,-5.04e-05,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,147.0,53.3,0.0,148.0,53.3,0.0,19.6,0.841,322.0,123.0,0.161,12.0,1.0,2.0,6.0,Layer 1 Up,1
146.0,-6.05,-6.25,146.0,-6.0,0.0,-5.16,0.0937,325.0,14.7,0.00115,89.5,-0.1,-56.3,89.5,0.0,0.0,4.84,0.0822,324.0,7.59,-1.28e-05,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,153.0,53.3,-8.19,153.0,53.3,0.0,22.1,1.02,320.0,119.0,0.197,12.0,1.0,23.0,6.0,Layer 1 Up,1
145.0,-5.95,-12.5,145.0,-6.0,0.0,-5.4,0.106,325.0,15.0,0.00132,89.5,-0.1,-56.3,89.5,0.0,0.0,5.96,0.0791,324.0,6.54,-2.5e-05,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,158.0,53.3,12.4,159.0,53.3,9.54e-07,21.3,0.8690000000000001,321.0,120.0,0.16699999999999998,12.0,1.0,23.0,6.0,Layer 1 Up,1
145.0,-5.88,25.0,145.0,-6.0,0.0,-5.89,0.107,326.0,15.4,0.00132,89.5,-0.1,-50.0,89.5,0.0,0.0,5.96,0.0773,324.0,6.46,-3.63e-05,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,163.0,53.3,-35.0,164.0,53.3,-9.54e-07,18.0,0.932,321.0,117.0,0.181,12.0,1.0,23.0,6.0,Layer 1 Up,1
144.0,-5.93,62.5,144.0,-6.0,0.0,-4.14,0.0843,325.0,15.4,0.001,89.5,-0.1,-50.0,89.5,0.0,0.0,5.67,0.0835,324.0,6.41,-2.59e-05,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,169.0,53.3,7.0,169.0,53.3,0.0,19.5,1.0,319.0,119.0,0.191,12.0,1.0,23.0,6.0,Layer 1 Up,1
144.0,-5.85,25.0,144.0,-5.93,2.04,-4.85,0.101,326.0,15.3,0.00128,89.5,0.75,-18.8,89.5,0.917,13.6,8.72,0.139,324.0,8.92,0.000224,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,174.0,53.2,-29.9,175.0,53.3,0.0,25.0,0.982,321.0,121.0,0.189,12.0,1.0,23.0,6.0,Layer 1 Up,1
143.0,-5.55,43.8,143.0,-5.57,5.07,-4.43,0.0783,326.0,14.4,0.000903,89.7,2.2,6.25,89.7,2.24,12.8,3.68,0.0697,324.0,9.05,0.000312,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,179.0,53.4,-4.44,180.0,53.3,0.0,18.8,0.85,321.0,119.0,0.165,12.0,1.0,25.0,6.0,Layer 1 Up,1
143.0,-4.82,56.3,143.0,-4.91,7.84,-6.03,0.0868,326.0,12.4,0.000833,90.0,3.33,43.8,90.0,3.45,11.3,5.91,0.106,324.0,11.7,0.000786,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,185.0,53.3,-2.44,185.0,53.3,9.54e-07,22.0,0.957,321.0,119.0,0.185,12.0,1.0,25.0,6.0,Layer 1 Up,1
142.0,-4.05,-12.5,142.0,-4.0,10.2,-4.31,0.0927,326.0,12.7,0.000771,90.4,4.2,-93.7,90.4,4.47,9.21,3.68,0.0562,324.0,10.7,0.000496,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,190.0,53.3,-33.3,191.0,53.3,-9.54e-07,20.8,0.995,320.0,117.0,0.193,12.0,1.0,25.0,6.0,Layer 1 Up,1
142.0,-2.8,113.0,142.0,-2.88,12.0,-5.2,0.0722,326.0,9.15,0.000412,90.8,5.53,31.3,90.9,5.26,6.66,6.28,0.105,324.0,12.0,0.00118,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,195.0,53.5,58.5,196.0,53.3,0.0,13.5,0.745,321.0,118.0,0.141,12.0,1.0,25.0,6.0,Layer 1 Up,1
142.0,-1.52,68.7,142.0,-1.61,13.2,-5.91,0.0796,326.0,8.1,0.000234,91.4,5.53,-12.5,91.4,5.78,3.75,9.28,0.134,324.0,14.7,0.0016,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,201.0,53.2,-28.0,201.0,53.3,0.0,24.1,1.05,320.0,120.0,0.202,12.0,1.0,2.0,6.0,Layer 1 Up,1
141.0,-0.225,81.2,141.0,-0.256,13.7,-6.54,0.0741,326.0,5.48,1.15e-05,92.0,5.75,6.25,92.0,5.99,0.65,6.43,0.102,324.0,14.2,0.00125,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,206.0,53.3,-12.2,207.0,53.3,0.0,22.7,0.946,321.0,118.0,0.183,12.0,1.0,25.0,6.0,Layer 1 Up,1
141.0,0.1,68.7,141.0,0.0,0.0,-3.59,0.0548,326.0,6.11,-7.54e-06,92.5,6.32,93.7,92.6,6.0,0.0,1.67,0.0676,324.0,13.7,0.0008460000000000001,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,211.0,53.3,-19.9,212.0,53.3,9.54e-07,18.6,0.812,322.0,120.0,0.156,12.0,1.0,25.0,6.0,Layer 1 Up,1
141.0,0.15,81.2,141.0,0.0,0.0,-4.53,0.0525,326.0,5.4,-2.95e-05,93.1,6.0,18.8,93.2,6.0,0.0,3.97,0.0792,324.0,14.4,0.000966,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,217.0,53.2,-74.1,217.0,53.3,-9.54e-07,24.0,1.11,320.0,119.0,0.212,12.0,1.0,25.0,6.0,Layer 1 Up,1
141.0,0.175,93.7,141.0,0.0,0.0,-3.09,0.0515,326.0,7.92,-1.5399999999999998e-05,93.7,5.82,-25.0,93.8,6.0,0.0,4.29,0.0977,324.0,16.1,0.00124,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,222.0,53.4,46.6,223.0,53.3,0.0,19.1,0.836,320.0,120.0,0.158,12.0,1.0,25.0,6.0,Layer 1 Up,1
141.0,0.15,87.5,141.0,0.0,0.0,-4.53,0.0514,326.0,5.27,-2.93e-05,94.2,6.05,-125.0,94.2,6.0,0.0,4.51,0.0788,324.0,15.6,0.000924,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,227.0,53.3,-1.31,228.0,53.3,0.0,20.3,0.83,321.0,121.0,0.159,12.0,1.0,25.0,6.0,Layer 1 Up,1
141.0,0.125,75.0,141.0,0.0,0.0,-3.34,0.0478,326.0,6.75,-2.9e-05,94.8,5.78,0.0,94.8,6.0,0.0,6.14,0.107,324.0,15.3,0.00133,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,233.0,53.3,-6.63,233.0,53.3,0.0,22.0,1.02,319.0,119.0,0.197,12.0,1.0,26.0,6.0,Layer 1 Up,1
141.0,0.175,87.5,141.0,0.0,0.0,-3.09,0.0519,325.0,7.38,-3.17e-05,95.4,5.75,-68.7,95.4,6.0,0.0,5.74,0.0866,324.0,13.7,0.00106,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,238.0,53.3,12.2,239.0,53.3,9.54e-07,22.9,0.879,321.0,118.0,0.16899999999999998,12.0,1.0,26.0,6.0,Layer 1 Up,1
141.0,0.15,75.0,141.0,0.0,0.0,-4.32,0.0511,326.0,5.77,-1.53e-05,96.0,5.97,-43.8,96.0,6.0,0.0,3.38,0.0661,324.0,13.6,0.000788,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,243.0,53.3,-39.3,244.0,53.3,-9.54e-07,17.4,0.941,320.0,117.0,0.182,12.0,1.0,26.0,6.0,Layer 1 Up,1
141.0,0.175,87.5,141.0,0.0,0.0,-3.13,0.0533,325.0,6.95,-3.2200000000000003e-05,96.6,6.3,50.0,96.6,6.0,0.0,2.97,0.0706,324.0,12.5,0.000926,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,249.0,53.3,8.62,249.0,53.3,0.0,19.6,1.0,319.0,119.0,0.192,12.0,1.0,26.0,6.0,Layer 1 Up,1
141.0,0.15,87.5,141.0,0.0,0.0,-4.23,0.0484,325.0,5.63,-2.85e-05,97.2,6.0,37.5,97.2,6.0,0.0,6.62,0.11,324.0,13.5,0.00146,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,254.0,53.2,-31.1,255.0,53.3,0.0,25.0,0.988,320.0,121.0,0.19,12.0,1.0,26.0,6.0,Layer 1 Up,1
141.0,0.175,93.7,141.0,0.0,0.0,-4.44,0.055,325.0,5.44,-1.56e-05,97.8,5.85,-31.3,97.8,6.0,0.0,6.87,0.115,324.0,14.5,0.00144,29.5,0.0,-6.25,29.5,0.0,0.0,0.0,0.0,0.0,0.0,259.0,53.3,-8.69,260.0,53.3,0.0,18.9,0.848,321.0,119.0,0.16399999999999998,12.0,1.0,2.0,6.0,Layer 1 Up,1
141.0,0.15,75.0,141.0,0.0,0.0,-5.07,0.0537,325.0,4.34,0.0,98.4,5.9,-93.7,98.4,6.0,0.0,6.37,0.106,324.0,14.4,0.0013800000000000002,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,265.0,53.3,-2.69,265.0,53.3,9.54e-07,22.1,0.955,320.0,120.0,0.185,12.0,1.0,26.0,6.0,Layer 1 Up,1
141.0,0.175,93.7,141.0,0.0,0.0,-3.43,0.0504,325.0,6.77,-2.27e-05,99.0,6.25,-25.0,99.0,6.0,0.0,7.52,0.098,324.0,12.3,0.00123,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,270.0,53.3,-34.4,271.0,53.3,-9.54e-07,20.4,1.02,320.0,117.0,0.196,12.0,1.0,26.0,6.0,Layer 1 Up,1
141.0,0.175,93.7,141.0,0.0,0.0,-4.48,0.0473,325.0,5.5,-2.18e-05,99.6,6.28,50.0,99.6,6.0,0.0,6.02,0.125,324.0,15.0,0.00164,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,275.0,53.5,53.8,276.0,53.3,0.0,13.9,0.7440000000000001,320.0,118.0,0.14,12.0,1.0,26.0,6.0,Layer 1 Up,1
141.0,0.175,87.5,141.0,0.0,0.0,-5.07,0.0524,325.0,4.55,-2.3e-05,100.0,6.07,37.5,100.0,6.0,0.0,8.9,0.154,324.0,14.7,0.00207,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,281.0,53.2,-20.9,281.0,53.3,0.0,24.1,1.04,319.0,120.0,0.201,12.0,1.0,26.0,6.0,Layer 1 Up,1
141.0,0.175,93.7,141.0,0.0,0.0,-4.43,0.0514,326.0,5.1,-3.1e-05,101.0,5.8,-12.5,101.0,5.94,-13.9,10.7,0.162,324.0,15.1,0.00203,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,286.0,53.3,-5.94,287.0,53.3,0.0,22.5,0.93,320.0,119.0,0.18,12.0,1.0,26.0,6.0,Layer 1 Up,1
141.0,0.2,100.0,141.0,0.0,0.0,-3.43,0.05,325.0,7.1,-1.5e-05,101.0,6.28,25.0,101.0,6.0,0.0,2.12,0.0544,324.0,12.1,0.000627,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,291.0,53.3,-13.6,292.0,53.3,9.54e-07,18.3,0.805,321.0,119.0,0.154,12.0,1.0,26.0,6.0,Layer 1 Up,1
141.0,0.225,131.0,141.0,0.0,0.0,-3.09,0.0519,326.0,7.08,-7.79e-06,102.0,6.07,31.3,102.0,6.0,0.0,3.59,0.0883,324.0,15.2,0.00111,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,297.0,53.2,-75.5,297.0,53.3,-9.54e-07,25.0,1.11,320.0,118.0,0.213,12.0,1.0,27.0,6.0,Layer 1 Up,1
141.0,0.45,-37.5,141.0,0.645,13.7,3.3,0.0537,325.0,7.24,6.06e-05,103.0,5.93,119.0,103.0,5.97,-1.41,7.95,0.131,323.0,15.2,0.00169,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,307.0,53.3,-2.25,308.0,53.3,0.0,20.7,0.8370000000000001,321.0,120.0,0.16,12.0,1.0,27.0,6.0,Layer 1 Up,1
142.0,1.7,-50.0,142.0,1.98,13.0,6.1,0.0967,325.0,9.34,0.000365,104.0,5.53,-6.25,104.0,5.66,-4.48,6.24,0.106,324.0,15.2,0.00127,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,313.0,53.3,-4.69,313.0,53.3,0.0,22.3,1.02,319.0,118.0,0.197,12.0,1.0,2.0,6.0,Layer 1 Up,1
142.0,3.15,0.0,142.0,3.22,11.6,4.94,0.0735,325.0,9.61,0.000483,104.0,5.35,18.8,104.0,5.06,-7.32,4.95,0.0769,324.0,11.2,0.0008449999999999999,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,318.0,53.3,13.4,319.0,53.3,9.54e-07,19.6,0.884,320.0,121.0,0.16899999999999998,12.0,1.0,29.0,6.0,Layer 1 Up,1
142.0,4.03,-62.5,142.0,4.28,9.67,4.81,0.0796,325.0,12.2,0.000668,105.0,4.3,12.5,105.0,4.2,-9.77,9.38,0.157,324.0,12.7,0.00147,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,323.0,53.3,-36.7,324.0,53.3,-9.54e-07,16.7,0.938,320.0,118.0,0.181,12.0,1.0,29.0,6.0,Layer 1 Up,1
143.0,5.2,37.5,143.0,5.13,7.2,3.93,0.0832,325.0,13.9,0.000892,105.0,3.13,-56.3,105.0,3.12,-11.7,3.56,0.0621,324.0,10.5,0.00038,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,329.0,53.3,10.6,329.0,53.3,0.0,19.7,0.985,318.0,120.0,0.189,12.0,1.0,29.0,6.0,Layer 1 Up,1
143.0,5.72,6.25,143.0,5.7,4.35,5.1,0.0913,325.0,14.0,0.00111,105.0,2.08,-18.8,105.0,1.87,-13.0,7.45,0.12,324.0,9.34,0.0005,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,334.0,53.3,-25.4,335.0,53.3,0.0,26.2,0.984,319.0,120.0,0.19,12.0,1.0,29.0,6.0,Layer 1 Up,1
144.0,5.72,-37.5,144.0,5.98,1.28,6.3,0.105,325.0,14.9,0.00131,105.0,0.575,-37.5,105.0,0.531,-13.7,2.76,0.0457,324.0,5.74,4.71e-05,29.5,-0.025,-6.25,29.5,0.0,0.0,0.0,0.0,0.0,0.0,339.0,53.4,2.44,340.0,53.3,0.0,19.1,0.835,320.0,118.0,0.161,12.0,1.0,29.0,6.0,Layer 1 Up,1
144.0,5.88,-6.25,144.0,6.0,0.0,6.17,0.0996,325.0,13.7,0.00125,105.0,-0.025,-12.5,105.0,0.0,0.0,0.547,0.0254,324.0,2.69,0.0,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,345.0,53.3,3.63,345.0,53.3,9.54e-07,22.2,0.952,320.0,120.0,0.184,12.0,1.0,29.0,6.0,Layer 1 Up,1
145.0,5.9,-37.5,145.0,6.0,0.0,5.75,0.0945,326.0,14.3,0.00115,105.0,0.0,0.0,105.0,0.0,0.0,-0.31,0.0239,324.0,2.23,1.14e-06,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,350.0,53.3,-22.8,351.0,53.3,-9.54e-07,20.0,0.992,319.0,116.0,0.192,12.0,1.0,29.0,6.0,Layer 1 Up,1
146.0,5.9,-37.5,146.0,6.0,0.0,6.12,0.0931,326.0,14.5,0.00115,105.0,0.0,0.0,105.0,0.0,0.0,-0.474,0.0184,324.0,2.0,-8.47e-07,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,355.0,53.5,59.4,356.0,53.3,0.0,12.2,0.73,320.0,119.0,0.138,12.0,1.0,29.0,6.0,Layer 1 Up,1
146.0,6.07,0.0,146.0,6.0,0.0,5.42,0.086,326.0,13.7,0.00108,105.0,0.0,0.0,105.0,0.0,0.0,0.963,0.0209,324.0,0.989,1.38e-06,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,361.0,53.2,-19.6,361.0,53.3,0.0,24.4,1.05,319.0,120.0,0.202,12.0,1.0,29.0,6.0,Layer 1 Up,1
147.0,6.0,0.0,147.0,6.0,0.0,4.65,0.0852,326.0,13.8,0.00107,105.0,0.0,0.0,105.0,0.0,0.0,-0.518,0.0194,324.0,1.97,-8e-07,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,366.0,53.3,-14.0,367.0,53.3,0.0,23.7,0.947,320.0,118.0,0.182,12.0,1.0,2.0,6.0,Layer 1 Up,1
147.0,5.8,-31.3,147.0,6.0,0.0,7.89,0.107,325.0,12.8,0.0013,105.0,0.0,0.0,105.0,0.0,0.0,1.6,0.0212,324.0,1.96,1.27e-06,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,371.0,53.3,-13.5,372.0,53.3,9.54e-07,18.6,0.799,321.0,119.0,0.153,12.0,1.0,29.0,6.0,Layer 1 Up,1
148.0,5.8,-68.7,148.0,6.0,0.0,6.45,0.0921,326.0,14.6,0.00113,105.0,0.0,0.0,105.0,0.0,0.0,0.504,0.0206,324.0,2.12,1.31e-06,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,377.0,53.2,-73.9,377.0,53.3,-9.54e-07,24.3,1.1,320.0,118.0,0.211,12.0,1.0,29.0,6.0,Layer 1 Up,1
149.0,6.07,-18.8,149.0,6.0,0.0,4.99,0.07200000000000001,326.0,12.7,0.000872,105.0,0.0,0.0,105.0,0.0,0.0,0.963,0.0224,325.0,0.65,1.12e-06,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,382.0,53.4,54.4,383.0,53.3,0.0,16.9,0.8290000000000001,319.0,121.0,0.156,12.0,1.0,29.0,6.0,Layer 1 Up,1
149.0,6.05,6.25,149.0,6.0,0.0,4.63,0.0847,323.0,14.0,0.00104,105.0,0.0,0.0,105.0,0.0,0.0,-0.177,0.0217,323.0,1.82,5.17e-06,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,387.0,53.3,3.63,388.0,53.3,0.0,20.3,0.8240000000000001,319.0,121.0,0.158,12.0,1.0,29.0,6.0,Layer 1 Up,1
150.0,5.9,-12.5,150.0,6.0,0.0,5.93,0.106,325.0,15.4,0.00135,105.0,0.0,0.0,105.0,0.0,0.0,2.21,0.0204,324.0,4.99,-2.8999999999999998e-06,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,393.0,53.3,-3.25,393.0,53.3,0.0,22.5,1.01,318.0,119.0,0.196,12.0,1.0,29.0,6.0,Layer 1 Up,1
150.0,5.88,-50.0,150.0,6.0,0.0,6.0,0.0991,325.0,15.3,0.00125,105.0,0.0,0.0,105.0,0.0,0.0,-0.147,0.0386,324.0,1.1,-2.01e-06,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,398.0,53.4,16.2,399.0,53.3,9.54e-07,22.1,0.8690000000000001,319.0,118.0,0.16699999999999998,12.0,1.0,29.0,6.0,Layer 1 Up,1
151.0,6.0,-37.5,151.0,6.0,0.0,5.22,0.0915,325.0,15.8,0.00119,105.0,0.0,0.0,105.0,0.0,0.0,1.35,0.0188,324.0,2.09,0.0,29.5,-0.025,-6.25,29.5,0.0,0.0,0.0,0.0,0.0,0.0,403.0,53.3,-36.3,404.0,53.3,-9.54e-07,16.5,0.937,320.0,118.0,0.181,12.0,1.0,29.0,6.0,Layer 1 Up,1
152.0,5.85,0.0,152.0,6.0,0.0,5.88,0.105,325.0,13.0,0.00125,105.0,0.0,0.0,105.0,0.0,0.0,0.503,0.0158,324.0,1.5,-1.24e-06,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,410.0,53.4,46.8,411.0,53.3,9.54e-07,19.4,0.8029999999999999,317.0,118.0,0.154,12.0,1.0,29.0,6.0,Layer 1 Up,1
152.0,5.78,-25.0,152.0,6.0,0.0,5.59,0.113,325.0,15.9,0.00141,105.0,0.0,0.0,105.0,0.0,0.0,1.35,0.0187,324.0,1.43,2.22e-06,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,414.0,53.3,-22.6,415.0,53.3,0.0,26.3,0.979,319.0,119.0,0.188,12.0,1.0,29.0,6.0,Layer 1 Up,1
153.0,5.78,-81.2,153.0,6.0,0.0,6.3,0.102,325.0,15.2,0.00128,105.0,0.0,0.0,105.0,0.0,0.0,1.05,0.0236,324.0,1.56,0.0,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,419.0,53.4,0.937,420.0,53.3,0.0,18.0,0.838,320.0,119.0,0.163,12.0,1.0,2.0,6.0,Layer 1 Up,1
